Year,Period,Likes,Comments,Replies,Retweets,Impressions,Engagements,Engagement_rate,Reach,EngagedUsers,TotalPageLikes,NewPageLikes,PageUnlike,URLclicks,Days,EngagementSP,EngagementCP,Target
2016,13-Jul-16,872,71,392,252,6783,8932,131.6821465,759,5518,990,1256,708,470,Wednesday,82,76,10
2016,14-Jul-16,919,77,331,147,2228,8374,375.8527828,624,6792,235,3617,643,859,Thursday,55,65,10
2016,15-Jul-16,784,21,579,178,9764,5480,56.12453912,735,6948,210,3586,279,879,Friday,35,57,10
2016,16-Jul-16,901,41,378,423,6128,2580,42.10182768,142,3355,478,1024,150,285,Saturday,18,29,10
2016,17-Jul-16,468,91,710,179,8788,7012,79.79062358,812,3775,698,954,978,223,Sunday,22,26,10
2016,18-Jul-16,281,85,302,326,1504,8253,548.7367021,792,8521,646,1866,584,297,Monday,97,72,10
2016,19-Jul-16,995,93,231,466,2494,4074,163.3520449,166,9388,241,964,972,499,Tuesday,36,62,10
2016,20-Jul-16,787,24,410,113,3697,3469,93.83283744,412,4799,207,3367,561,716,Wednesday,31,78,10
2016,21-Jul-16,155,14,706,163,3564,3637,102.0482604,225,9160,515,1287,62,292,Thursday,31,38,10
2016,22-Jul-16,575,14,344,232,1036,5568,537.4517375,254,9737,887,3010,175,175,Friday,96,74,10
2016,23-Jul-16,378,39,101,448,3382,5374,158.9000591,499,1235,337,1692,470,433,Saturday,62,11,10
2016,24-Jul-16,556,55,438,443,5281,3023,57.24294641,941,2049,606,417,488,67,Sunday,47,52,10
2016,25-Jul-16,941,12,999,224,8128,7741,95.2386811,330,4057,726,3947,386,540,Monday,66,91,10
2016,26-Jul-16,563,61,349,407,6557,8514,129.8459661,163,5048,612,753,212,759,Tuesday,54,20,10
2016,27-Jul-16,856,33,952,481,2612,1633,62.51914242,417,7170,472,4834,706,235,Wednesday,59,44,10
2016,28-Jul-16,373,99,186,415,4056,4091,100.8629191,436,9626,682,2242,420,229,Thursday,45,40,10
2016,29-Jul-16,421,54,655,245,8617,6916,80.25995126,363,5138,688,2106,906,457,Friday,81,94,10
2016,30-Jul-16,518,41,212,234,1211,6051,499.6696945,769,7761,742,3200,17,261,Saturday,33,23,10
2016,31-Jul-16,887,33,615,476,6714,5041,75.08191838,505,8021,875,4546,574,192,Sunday,77,28,10
2016,01-Aug-16,259,68,227,210,4876,7718,158.2854799,965,8889,616,1544,130,889,Monday,48,38,10
2016,02-Aug-16,659,53,903,450,6670,9324,139.7901049,677,2798,10,3467,336,907,Tuesday,34,41,10
2016,03-Aug-16,984,34,517,247,8833,7261,82.203102,332,7077,481,2814,416,371,Wednesday,45,56,10
2016,04-Aug-16,304,52,418,261,3917,2638,67.34745979,633,1308,145,1725,563,167,Thursday,78,38,10
2016,05-Aug-16,407,50,775,291,9300,5557,59.75268817,546,5090,637,973,916,133,Friday,25,57,10
2016,06-Aug-16,940,76,802,158,8993,2063,22.94006449,912,1189,611,3385,248,452,Saturday,45,43,10
2016,07-Aug-16,357,40,354,197,6010,2302,38.30282862,946,7518,97,233,548,637,Sunday,14,98,10
2016,08-Aug-16,281,27,118,118,4338,4122,95.02074689,712,1294,262,309,155,712,Monday,100,68,10
2016,09-Aug-16,673,28,592,244,5600,8648,154.4285714,507,2038,581,1594,773,605,Tuesday,11,98,10
2016,10-Aug-16,575,65,232,309,1937,2029,104.7496128,700,1744,772,1852,740,189,Wednesday,64,33,10
2016,11-Aug-16,333,54,114,116,7016,9923,141.4338655,889,9844,25,2979,644,355,Thursday,14,86,10
2016,12-Aug-16,624,98,530,344,9284,8623,92.88022404,724,5566,442,3044,993,401,Friday,16,40,10
2016,13-Aug-16,314,17,707,376,1371,7885,575.1276441,852,1293,642,135,539,187,Saturday,17,14,10
2016,14-Aug-16,417,68,152,207,2798,8937,319.4067191,891,9311,918,298,19,497,Sunday,36,10,10
2016,15-Aug-16,794,99,659,410,9060,7243,79.94481236,650,6139,500,4297,124,348,Monday,83,97,10
2016,16-Aug-16,770,58,158,182,4502,2766,61.43936028,547,1259,177,3606,249,436,Tuesday,76,89,10
2016,17-Aug-16,422,23,298,191,8816,3703,42.00317604,827,7882,898,4600,563,91,Wednesday,69,76,10
2016,18-Aug-16,632,67,896,168,4135,2958,71.5356711,159,1343,167,2789,128,981,Thursday,15,21,10
2016,19-Aug-16,410,94,442,438,2810,7316,260.3558719,167,9083,248,2413,460,65,Friday,78,39,10
2016,20-Aug-16,230,83,585,365,1387,2204,158.9041096,307,5510,857,2286,830,923,Saturday,11,75,10
2016,21-Aug-16,192,63,546,196,4176,8300,198.7547893,404,3432,778,3738,330,104,Sunday,61,23,10
2016,22-Aug-16,777,66,397,280,8590,1535,17.86961583,315,9796,202,996,612,275,Monday,75,60,10
2016,23-Aug-16,197,89,649,174,2278,7421,325.7682177,874,1380,519,580,965,829,Tuesday,46,45,10
2016,24-Aug-16,443,81,379,109,8608,6513,75.66217472,914,4202,129,2112,216,978,Wednesday,54,99,10
2016,25-Aug-16,618,51,600,164,8797,1294,14.70956008,378,7265,144,1231,492,64,Thursday,47,32,10
2016,26-Aug-16,220,76,783,415,4802,3535,73.61516035,727,5413,661,4434,197,355,Friday,42,81,10
2016,27-Aug-16,589,38,750,261,5315,2116,39.81185325,569,1202,332,208,660,277,Saturday,46,54,10
2016,28-Aug-16,694,71,255,391,5150,9885,191.9417476,848,5237,23,1134,891,496,Sunday,98,53,10
2016,29-Aug-16,863,49,177,312,2340,1294,55.2991453,585,7852,399,789,525,162,Monday,41,91,10
2016,30-Aug-16,321,95,278,124,7629,9068,118.8622362,153,8391,683,4583,499,668,Tuesday,78,79,10
2016,31-Aug-16,249,84,252,116,9919,8950,90.23087005,446,9788,648,948,98,37,Wednesday,76,46,10
2016,01-Sep-16,295,68,200,246,8462,4484,52.98983692,670,2968,500,2355,742,45,Thursday,32,63,10
2016,02-Sep-16,341,85,319,147,6948,1300,18.71042026,431,6717,756,2741,347,646,Friday,83,93,10
2016,03-Sep-16,675,76,233,181,2250,8146,362.0444444,280,8780,465,2255,838,969,Saturday,80,62,10
2016,04-Sep-16,317,66,853,198,9585,3116,32.50912885,708,3026,90,1704,728,311,Sunday,35,12,10
2016,05-Sep-16,321,21,524,277,5945,1583,26.627418,601,8401,148,4152,479,550,Monday,88,89,10
2016,06-Sep-16,253,22,497,341,3114,4616,148.2337829,424,3684,432,3493,519,807,Tuesday,42,27,10
2016,07-Sep-16,852,96,381,440,7672,5049,65.81074035,340,1405,443,1090,443,401,Wednesday,81,14,10
2016,08-Sep-16,223,77,919,193,5161,9902,191.8620422,410,3739,29,4405,316,691,Thursday,47,47,10
2016,09-Sep-16,410,29,797,500,5805,3489,60.10335917,732,6984,595,859,926,292,Friday,70,69,10
2016,10-Sep-16,296,89,824,211,5246,5500,104.8417842,997,2703,454,3219,866,727,Saturday,24,75,10
2016,11-Sep-16,970,61,398,134,4917,2924,59.46715477,894,2254,851,193,977,441,Sunday,36,84,10
2016,12-Sep-16,340,98,377,300,8531,3920,45.95006447,803,3433,156,1240,183,86,Monday,58,19,10
2016,13-Sep-16,522,82,190,316,4879,2533,51.91637631,150,7720,71,4013,259,948,Tuesday,32,33,10
2016,14-Sep-16,904,98,184,421,4330,1482,34.22632794,343,2396,670,947,30,768,Wednesday,61,24,10
2016,15-Sep-16,197,62,741,399,8560,4700,54.90654206,259,2678,356,1455,228,902,Thursday,94,19,10
2016,16-Sep-16,310,99,517,195,1432,7316,510.8938547,703,6993,501,1957,424,264,Friday,44,41,10
2016,17-Sep-16,244,38,222,256,8682,2090,24.07279429,946,2020,33,3135,800,487,Saturday,79,55,10
2016,18-Sep-16,940,73,180,161,2541,3044,119.7953562,380,3342,344,3682,233,899,Sunday,65,64,10
2016,19-Sep-16,485,75,582,211,1963,6506,331.4314824,282,2301,542,1763,444,657,Monday,100,89,10
2016,20-Sep-16,314,63,591,454,6556,6680,101.8913972,567,7600,597,2585,664,773,Tuesday,48,41,10
2016,21-Sep-16,868,17,418,388,3943,5705,144.6867867,620,5530,394,1888,47,493,Wednesday,96,61,10
2016,22-Sep-16,515,100,583,224,6964,6100,87.59333716,458,3669,81,4596,889,251,Thursday,35,12,10
2016,23-Sep-16,872,75,516,204,4037,7891,195.4669309,412,4703,90,3437,603,572,Friday,12,14,10
2016,24-Sep-16,365,64,655,369,9812,1951,19.88381574,677,7481,660,3432,446,28,Saturday,61,98,10
2016,25-Sep-16,719,96,283,263,5638,1677,29.74459028,856,1827,815,2609,200,713,Sunday,11,44,10
2016,26-Sep-16,309,19,645,458,1535,3118,203.1270358,499,5785,795,2595,942,367,Monday,42,67,10
2016,27-Sep-16,841,80,650,265,2891,4344,150.2594258,833,7181,184,815,542,663,Tuesday,35,50,10
2016,28-Sep-16,652,40,618,381,1115,7211,646.7264574,589,2593,133,3853,522,921,Wednesday,72,46,10
2016,29-Sep-16,141,72,904,432,6829,1872,27.41250549,105,8863,58,2979,581,152,Thursday,62,80,10
2016,30-Sep-16,504,72,125,325,8510,4519,53.10223267,103,1540,337,5000,570,976,Friday,44,77,10
2016,01-Oct-16,891,33,604,237,7075,2303,32.55123675,214,4687,249,701,962,796,Saturday,18,72,10
2016,02-Oct-16,283,54,842,202,4586,1624,35.41212386,410,9579,590,2564,790,340,Sunday,17,80,10
2016,03-Oct-16,911,62,435,355,8635,5093,58.98089172,413,6026,61,192,24,745,Monday,95,52,10
2016,04-Oct-16,888,62,336,166,9768,3046,31.18345618,288,3085,62,1572,675,648,Tuesday,95,45,10
2016,05-Oct-16,833,98,364,420,7501,6524,86.97506999,121,8743,774,2232,141,962,Wednesday,31,74,10
2016,06-Oct-16,684,87,457,312,5377,1708,31.76492468,998,6827,834,2544,446,780,Thursday,49,14,10
2016,07-Oct-16,479,50,834,321,5280,2685,50.85227273,118,3515,729,1750,207,534,Friday,42,89,10
2016,08-Oct-16,210,56,207,282,8676,2098,24.18165053,676,3124,713,3212,317,621,Saturday,26,64,10
2016,09-Oct-16,143,61,460,175,5527,2083,37.68771485,166,3945,444,1074,98,293,Sunday,29,45,10
2016,10-Oct-16,736,17,305,102,3749,7489,199.759936,258,6384,267,3093,66,202,Monday,42,84,10
2016,11-Oct-16,975,38,682,197,7472,7599,101.6996788,409,8283,301,2734,197,382,Tuesday,40,13,10
2016,12-Oct-16,299,17,907,197,9602,6747,70.26661112,653,4281,352,599,317,26,Wednesday,85,40,10
2016,13-Oct-16,684,39,379,212,1363,3695,271.0931768,224,9490,932,225,452,754,Thursday,21,81,10
2016,14-Oct-16,456,58,132,289,8796,6406,72.82855844,890,1858,823,1714,494,905,Friday,86,11,10
2016,15-Oct-16,305,12,560,401,1306,2528,193.568147,967,4532,930,4153,209,893,Saturday,40,56,10
2016,16-Oct-16,867,12,513,465,2220,6507,293.1081081,448,8467,264,4594,406,349,Sunday,32,63,10
2016,17-Oct-16,591,61,296,249,3011,1101,36.56592494,701,8081,281,2465,241,863,Monday,25,38,10
2016,18-Oct-16,329,49,876,429,8464,5419,64.02410208,697,3384,927,4141,283,174,Tuesday,49,64,10
2016,19-Oct-16,532,48,167,241,4995,3735,74.77477477,991,4943,724,3668,355,291,Wednesday,68,61,10
2016,20-Oct-16,136,84,750,143,7517,1566,20.83277903,411,8209,711,2794,711,443,Thursday,93,18,10
2016,21-Oct-16,712,63,711,287,2830,1607,56.7844523,390,8728,401,4605,479,714,Friday,19,63,10
2016,22-Oct-16,922,36,880,466,4770,1335,27.98742138,437,7687,654,1234,423,870,Saturday,94,23,10
2016,23-Oct-16,906,75,738,300,3848,3002,78.01455301,261,1090,498,3389,965,504,Sunday,12,73,10
2016,24-Oct-16,450,15,908,287,3118,5244,168.1847338,202,7759,725,3978,193,716,Monday,40,67,10
2016,25-Oct-16,813,76,420,368,2055,2886,140.4379562,344,3044,897,4733,127,788,Tuesday,24,73,10
2016,26-Oct-16,182,68,410,402,8665,7113,82.08886324,686,4588,345,262,673,360,Wednesday,86,82,10
2016,27-Oct-16,969,51,389,397,3160,1188,37.59493671,316,6121,697,4533,507,782,Thursday,95,47,10
2016,28-Oct-16,214,55,113,299,8928,9851,110.3382616,832,8749,727,214,825,940,Friday,29,88,10
2016,29-Oct-16,766,12,662,319,8121,4024,49.55054796,271,5702,566,1753,276,742,Saturday,47,32,10
2016,30-Oct-16,801,11,815,131,2147,8686,404.5645086,546,7239,528,411,434,981,Sunday,87,88,10
2016,31-Oct-16,760,32,217,491,9244,8281,89.58243185,969,5404,909,725,819,796,Monday,30,40,10
2016,01-Nov-16,698,40,461,276,1076,9767,907.7137546,833,3660,594,3469,192,197,Tuesday,53,25,10
2016,02-Nov-16,957,67,428,112,6534,2827,43.26599327,250,6878,824,975,15,305,Wednesday,13,60,10
2016,03-Nov-16,918,77,969,217,4747,2979,62.75542448,694,8171,98,1293,142,610,Thursday,39,53,10
2016,04-Nov-16,278,65,337,210,9641,3696,38.33627217,981,9252,263,4280,787,459,Friday,23,66,10
2016,05-Nov-16,307,25,532,253,7527,5882,78.14534343,708,5887,803,4634,814,573,Saturday,26,52,10
2016,06-Nov-16,948,32,915,371,8613,1676,19.45895739,773,5004,188,1349,325,535,Sunday,98,60,10
2016,07-Nov-16,423,58,344,140,3751,3856,102.7992535,237,6090,265,4674,316,945,Monday,11,72,10
2016,08-Nov-16,497,87,581,317,6528,9292,142.3406863,999,9194,352,303,761,419,Tuesday,61,51,10
2016,09-Nov-16,525,31,537,433,5488,1335,24.32580175,613,9758,107,4236,872,431,Wednesday,82,34,10
2016,10-Nov-16,801,86,649,104,2619,8038,306.9110347,691,4115,59,314,384,169,Thursday,86,45,10
2016,11-Nov-16,595,40,336,392,4789,9740,203.3827521,310,4905,419,2232,73,262,Friday,59,59,10
2016,12-Nov-16,276,28,151,166,2149,7981,371.3820382,287,9699,426,2825,351,377,Saturday,66,27,10
2016,13-Nov-16,167,18,782,426,7851,2692,34.28862565,539,7475,829,1634,765,449,Sunday,96,75,10
2016,14-Nov-16,691,89,277,125,9516,3575,37.56830601,443,9371,445,2622,938,115,Monday,53,94,10
2016,15-Nov-16,371,67,373,235,6102,9353,153.2776139,712,5764,191,4650,579,922,Tuesday,81,27,10
2016,16-Nov-16,496,38,432,423,1016,3389,333.5629921,567,1625,227,2824,275,713,Wednesday,31,82,10
2016,17-Nov-16,250,28,765,449,8604,6458,75.05811251,882,9152,48,3036,141,525,Thursday,55,43,10
2016,18-Nov-16,412,46,255,221,8780,1600,18.22323462,665,8449,166,2892,226,396,Friday,12,14,10
2016,19-Nov-16,640,55,222,455,9591,4863,50.7037848,189,5021,368,3245,214,118,Saturday,74,68,10
2016,20-Nov-16,480,10,526,226,1212,9287,766.2541254,267,5252,318,3021,461,768,Sunday,65,87,10
2016,21-Nov-16,948,19,342,113,4791,3985,83.17678981,833,8864,203,1184,54,119,Monday,20,21,10
2016,22-Nov-16,847,66,604,377,4973,7566,152.1415644,174,6646,526,4757,64,257,Tuesday,86,70,10
2016,23-Nov-16,646,18,439,123,7303,8303,113.6930029,599,2016,22,2287,246,101,Wednesday,48,53,10
2016,24-Nov-16,588,98,180,443,9738,8545,87.74902444,395,9996,335,2380,228,415,Thursday,54,33,10
2016,25-Nov-16,320,13,979,199,6034,8236,136.4932052,936,7986,196,2552,794,458,Friday,95,71,10
2016,26-Nov-16,543,17,328,481,2821,4475,158.6316909,949,2832,70,3613,864,596,Saturday,46,38,10
2016,27-Nov-16,584,76,798,451,4311,9920,230.1090234,534,6267,123,2915,846,671,Sunday,21,32,10
2016,28-Nov-16,468,29,120,399,8093,6349,78.45051279,923,4874,78,4389,144,34,Monday,47,72,10
2016,29-Nov-16,194,75,674,269,9555,4558,47.70277342,773,4638,294,427,712,539,Tuesday,25,27,10
2016,30-Nov-16,626,35,289,345,4193,3011,71.81015979,787,6594,85,1879,178,513,Wednesday,94,87,10
2016,01-Dec-16,411,76,125,448,4921,6191,125.8077626,910,5509,784,611,642,294,Thursday,75,59,10
2016,02-Dec-16,532,79,908,255,3081,1154,37.45537163,280,7627,524,2025,769,760,Friday,92,88,10
2016,03-Dec-16,520,33,277,162,5053,2599,51.43479121,156,2070,960,2265,84,930,Saturday,33,92,10
2016,04-Dec-16,995,29,123,299,5079,5361,105.5522741,143,9435,47,1086,793,223,Sunday,24,21,10
2016,05-Dec-16,824,10,141,179,8907,9463,106.2422814,848,1460,319,2592,14,473,Monday,69,36,10
2016,06-Dec-16,884,85,499,225,3856,8025,208.1172199,182,5878,817,3696,750,14,Tuesday,31,13,10
2016,07-Dec-16,884,44,305,354,2204,1223,55.49001815,612,2250,231,4566,527,937,Wednesday,73,82,10
2016,08-Dec-16,856,45,133,383,2165,5422,250.4387991,788,4308,394,164,115,762,Thursday,49,56,10
2016,09-Dec-16,869,44,881,439,6806,8300,121.9512195,564,9631,368,4523,422,483,Friday,27,57,10
2016,10-Dec-16,812,77,415,320,3046,1409,46.25738674,181,4808,993,1344,544,830,Saturday,98,35,10
2016,11-Dec-16,935,80,788,404,8212,5079,61.84851437,124,4985,528,2272,295,842,Sunday,62,99,10
2016,12-Dec-16,586,32,321,363,4436,4605,103.8097385,632,8788,168,4082,833,626,Monday,87,55,10
2016,13-Dec-16,582,16,681,378,9072,2979,32.83730159,339,6581,382,4985,674,50,Tuesday,57,15,10
2016,14-Dec-16,422,43,680,327,5797,7624,131.5163015,475,8263,511,4875,646,345,Wednesday,45,49,10
2016,15-Dec-16,884,54,299,186,5827,2246,38.54470568,150,8316,828,3122,846,669,Thursday,98,91,10
2016,16-Dec-16,639,97,405,481,9278,9418,101.5089459,252,9594,854,1063,961,892,Friday,13,69,10
2016,17-Dec-16,685,85,983,197,7064,3597,50.92015855,623,6164,827,2207,904,101,Saturday,53,77,10
2016,18-Dec-16,128,44,448,313,9254,6255,67.59239248,692,1717,456,894,656,283,Sunday,40,28,10
2016,19-Dec-16,224,50,295,466,1784,1538,86.21076233,359,6010,620,3956,861,918,Monday,81,60,10
2016,20-Dec-16,622,62,981,308,6517,1185,18.18321313,677,9853,478,4916,766,691,Tuesday,52,46,10
2016,21-Dec-16,692,92,808,395,2908,9872,339.477304,639,6170,852,4734,959,505,Wednesday,85,35,10
2016,22-Dec-16,237,73,211,231,6505,7874,121.0453497,268,4905,844,2233,323,49,Thursday,62,43,10
2016,23-Dec-16,454,72,401,147,3206,6415,200.0935745,861,9739,983,2613,198,927,Friday,79,29,10
2016,24-Dec-16,670,65,205,437,2260,9419,416.7699115,892,3085,878,84,303,383,Saturday,77,25,10
2016,25-Dec-16,539,27,436,164,4449,3266,73.409755,141,7605,44,2898,853,461,Sunday,100,93,10
2016,26-Dec-16,554,80,332,131,8869,1796,20.25031007,742,4363,346,96,782,271,Monday,67,79,10
2016,27-Dec-16,185,73,340,202,4067,9420,231.620359,870,3328,873,1188,649,743,Tuesday,75,29,10
2016,28-Dec-16,110,91,964,486,8548,1001,11.7103416,343,5044,950,3515,776,589,Wednesday,49,42,10
2016,29-Dec-16,285,89,402,236,2730,3502,128.2783883,591,8971,430,1843,460,507,Thursday,26,20,10
2016,30-Dec-16,563,45,439,147,2605,4865,186.756238,970,4474,651,1529,401,774,Friday,86,92,10
2016,31-Dec-16,957,96,299,103,5762,4974,86.32419299,808,9730,882,958,691,461,Saturday,56,48,10
2017,01-Jan-17,279,61,917,415,5265,4452,84.55840456,948,8270,958,3119,771,379,Sunday,100,100,10
2017,02-Jan-17,315,51,622,470,1676,7553,450.6563246,725,5870,127,1223,239,416,Monday,75,75,10
2017,03-Jan-17,945,44,797,210,1918,7350,383.2116788,152,4393,461,4677,761,235,Tuesday,79,23,10
2017,04-Jan-17,358,47,828,416,2870,5700,198.6062718,316,3570,878,2875,820,310,Wednesday,55,17,10
2017,05-Jan-17,399,10,596,157,9962,4258,42.7424212,145,4751,519,4609,610,908,Thursday,39,95,10
2017,06-Jan-17,433,51,899,360,7027,4939,70.28603956,744,4990,163,307,928,224,Friday,78,94,10
2017,07-Jan-17,318,96,206,289,4648,7691,165.4690189,525,4843,429,1460,909,131,Saturday,20,27,10
2017,08-Jan-17,542,63,984,367,8542,7233,84.67571997,175,1289,923,3992,662,19,Sunday,57,63,10
2017,09-Jan-17,645,63,270,112,9906,9259,93.46860489,656,9381,755,2979,208,485,Monday,66,86,10
2017,10-Jan-17,598,65,591,403,3057,9295,304.0562643,511,6824,440,708,511,858,Tuesday,44,94,10
2017,11-Jan-17,728,98,762,443,3555,3354,94.34599156,498,9523,690,1449,948,257,Wednesday,90,54,10
2017,12-Jan-17,757,83,209,367,5007,4248,84.84122229,465,2328,984,2164,421,963,Thursday,58,75,10
2017,13-Jan-17,492,91,420,267,5682,8555,150.563182,493,1710,513,4286,185,166,Friday,30,71,10
2017,14-Jan-17,576,16,109,122,1739,5088,292.5819436,265,3271,310,4878,613,599,Saturday,38,96,10
2017,15-Jan-17,655,36,508,319,8560,3173,37.06775701,383,3385,922,3123,682,705,Sunday,24,66,10
2017,16-Jan-17,378,41,861,250,4755,3530,74.23764458,500,5207,640,3336,769,576,Monday,64,16,10
2017,17-Jan-17,675,62,385,417,9007,1956,21.71644277,511,7624,429,932,926,486,Tuesday,95,14,10
2017,18-Jan-17,703,75,206,103,8989,9284,103.2817889,471,7720,300,1603,822,990,Wednesday,57,54,10
2017,19-Jan-17,501,28,470,427,9122,6437,70.56566542,872,9451,615,387,522,683,Thursday,29,73,10
2017,20-Jan-17,199,54,941,119,6579,8927,135.6893145,761,7775,336,4538,771,322,Friday,89,90,10
2017,21-Jan-17,333,97,730,236,7266,3170,43.62785577,353,7477,652,392,574,107,Saturday,40,73,10
2017,22-Jan-17,986,20,428,152,1865,3542,189.919571,746,3507,390,553,265,330,Sunday,71,41,10
2017,23-Jan-17,893,58,907,263,2357,1672,70.93763258,628,2427,922,2200,646,15,Monday,59,57,10
2017,24-Jan-17,599,68,981,141,9662,5342,55.28876009,925,6966,734,2046,789,560,Tuesday,23,66,10
2017,25-Jan-17,148,80,831,217,8301,4795,57.7641248,635,1027,990,3255,710,36,Wednesday,32,50,10
2017,26-Jan-17,883,64,775,287,3202,5148,160.7745159,167,8284,553,2254,770,579,Thursday,18,76,10
2017,27-Jan-17,406,10,838,490,1232,9137,741.6396104,676,9862,871,120,860,364,Friday,68,64,10
2017,28-Jan-17,180,69,879,496,6668,7635,114.5020996,680,1575,987,1686,699,685,Saturday,49,87,10
2017,29-Jan-17,850,15,286,495,2997,5843,194.9616283,873,9276,918,3193,448,50,Sunday,93,60,10
2017,30-Jan-17,399,43,318,200,3140,3801,121.0509554,208,4429,882,2448,356,482,Monday,35,50,10
2017,31-Jan-17,230,34,309,123,3521,7556,214.5981255,653,2096,354,4488,907,984,Tuesday,73,44,10
2017,01-Feb-17,312,49,890,177,3503,8754,249.9000856,419,5196,757,180,379,928,Wednesday,36,100,10
2017,02-Feb-17,297,33,330,276,8208,4670,56.8957115,671,4377,17,4915,557,219,Thursday,71,68,10
2017,03-Feb-17,481,45,285,410,6005,6228,103.713572,636,2868,897,3060,840,589,Friday,26,44,10
2017,04-Feb-17,194,72,248,416,2734,1142,41.77029993,677,7638,804,2120,946,718,Saturday,39,10,10
2017,05-Feb-17,159,34,259,134,5145,4139,80.44703596,435,6626,52,4010,421,716,Sunday,62,52,10
2017,06-Feb-17,482,70,597,157,8045,3036,37.7377253,302,6858,54,4493,619,777,Monday,59,38,10
2017,07-Feb-17,197,52,231,359,9755,3018,30.93798052,487,6189,832,1480,831,273,Tuesday,84,22,10
2017,08-Feb-17,391,84,353,268,4028,6467,160.551142,660,7478,346,2270,228,868,Wednesday,25,29,10
2017,09-Feb-17,573,59,802,325,9311,3489,37.47180754,371,3139,797,1500,35,243,Thursday,94,76,10
2017,10-Feb-17,983,81,906,427,2919,5678,194.5186708,941,8103,506,589,627,480,Friday,85,71,10
2017,11-Feb-17,331,15,651,461,5932,5681,95.76871207,209,1878,693,451,899,687,Saturday,65,81,10
2017,12-Feb-17,861,68,648,349,8627,9148,106.0391793,493,1826,510,2670,302,530,Sunday,88,47,10
2017,13-Feb-17,701,83,857,249,1843,9808,532.1758003,457,7496,849,2481,940,728,Monday,94,38,10
2017,14-Feb-17,193,24,396,254,6607,6756,102.2551839,740,5015,952,2406,711,506,Tuesday,48,58,10
2017,15-Feb-17,666,43,432,438,9752,7544,77.35849057,330,9469,86,3765,329,563,Wednesday,94,10,10
2017,16-Feb-17,978,63,691,443,7029,1467,20.87067862,802,1650,221,2817,780,986,Thursday,100,63,10
2017,17-Feb-17,172,53,771,204,8792,5625,63.97861692,480,3401,429,2156,435,444,Friday,33,89,10
2017,18-Feb-17,986,95,400,281,7081,2890,40.81344443,449,9254,380,3743,420,860,Saturday,70,94,10
2017,19-Feb-17,913,38,539,119,5033,8109,161.1166302,930,3863,899,1896,648,292,Sunday,90,34,10
2017,20-Feb-17,300,86,912,381,6747,6202,91.92233585,849,3633,116,3789,394,253,Monday,93,57,10
2017,21-Feb-17,404,46,572,321,8543,1448,16.94954934,284,1555,938,3154,665,558,Tuesday,46,69,10
2017,22-Feb-17,568,60,414,342,9363,7883,84.1931005,400,3851,52,3629,599,631,Wednesday,99,27,10
2017,23-Feb-17,584,96,407,429,8154,1076,13.19597743,522,8902,575,2246,287,812,Thursday,59,48,10
2017,24-Feb-17,336,95,134,239,3120,1211,38.81410256,171,8193,992,1033,639,902,Friday,73,68,10
2017,25-Feb-17,578,45,422,314,3662,7298,199.2900055,239,8712,870,981,506,154,Saturday,60,29,10
2017,26-Feb-17,639,25,223,451,4593,6160,134.1171348,847,6272,652,2863,592,434,Sunday,48,100,10
2017,27-Feb-17,307,77,650,494,2990,9498,317.6588629,417,4257,679,1757,634,675,Monday,96,32,10
2017,28-Feb-17,572,93,944,202,4281,8715,203.5739313,183,9277,805,1004,26,399,Tuesday,24,88,10
2017,01-Mar-17,991,57,181,106,3095,8705,281.2600969,313,4266,799,4901,484,928,Wednesday,61,96,10
2017,02-Mar-17,911,29,914,220,5674,5607,98.81917519,512,4624,154,1368,184,135,Thursday,15,82,10
2017,03-Mar-17,678,42,389,375,9021,6664,73.87207627,363,4624,955,4166,252,348,Friday,57,92,10
2017,04-Mar-17,387,62,558,393,6967,2139,30.70188029,248,3706,712,2511,446,115,Saturday,83,29,10
2017,05-Mar-17,838,82,673,390,6297,2794,44.37033508,595,9952,628,200,704,557,Sunday,19,82,10
2017,06-Mar-17,383,95,816,164,6962,6629,95.2168917,678,3019,876,234,820,91,Monday,96,12,10
2017,07-Mar-17,844,83,786,481,8259,6656,80.59087057,700,2499,499,3716,491,337,Tuesday,28,57,10
2017,08-Mar-17,996,92,540,253,1142,2193,192.0315236,525,1492,969,2262,443,863,Wednesday,22,34,10
2017,09-Mar-17,901,59,717,457,1063,5538,520.9783631,526,9008,442,3203,370,396,Thursday,17,76,10
2017,10-Mar-17,537,43,257,200,6879,3767,54.76086641,918,6626,148,4095,402,726,Friday,43,87,10
2017,11-Mar-17,511,15,170,379,9270,8639,93.19309601,849,4153,72,1596,105,485,Saturday,64,98,10
2017,12-Mar-17,765,14,525,275,8077,4208,52.09855144,837,3285,713,3516,53,233,Sunday,34,37,10
2017,13-Mar-17,629,85,443,426,4281,9226,215.5103948,843,5142,265,1945,434,362,Monday,69,34,10
2017,14-Mar-17,620,51,113,264,3574,3061,85.64633464,140,7254,603,2233,752,520,Tuesday,78,86,10
2017,15-Mar-17,269,46,175,187,8706,5345,61.39444062,863,6423,659,1955,238,511,Wednesday,88,14,10
2017,16-Mar-17,229,19,236,202,3406,3082,90.48737522,869,2562,549,4510,313,980,Thursday,81,18,10
2017,17-Mar-17,372,73,445,187,8867,9098,102.6051652,675,2105,659,2504,711,999,Friday,80,15,10
2017,18-Mar-17,591,69,821,203,8630,9915,114.8899189,928,2020,666,1939,188,957,Saturday,46,91,10
